reviewText,overall,Sentiment
"I bought this SanDisk Ultra 32gb micro SD class 10 card for my GoPro Hero 3 camera. It is able to store all my 1080p HD video, as well as .5 second time lapse still photos. I've never had a SanDisk memory card fail on me. This is a quality product!",5,Pozitif
I have an older generation SanDisk 32GB card I bough in 2011 and this one is a lot faster!The red stripe design also make it stand out visually very nicely. (I wished the included adapter would be painted in matching colors instead of plain generic black like all other memory cards and adapters.),5,Pozitif
"I have not utilized the card as much as I had hoped I would, so I cannot comment too much on the speed, but my tablet (Asus Transformer Infinity) certainly has plenty of space on it now.",4,Pozitif
"got this super cheap works great in my phone, now if I could figure out how to put music on the phone :)",5,Pozitif
The 32 gig San Disk memory card went into a tablet given as a Christmas gift.No problems and fast performance.I loaded all the music and some video that was stored in a laptop.I still have 12 gigs left.Very happy with the memory unit.,5,Pozitif
"I got this product exactly 1 month and 3 days ago. Prior to today, it was working fine. Out of nowhere, my Micro SD card can't be read anymore. I've tried several phones, and 3 different laptops (both OSX and Windows 7), and it doesn't even show up anymore. Be weary of the product. You may end up with a lemon.",1,Negatif
"I just bought two of these for our two new Samsung Galaxy IV smart phones.  The adapters will make it possible for the card readers on our computers to accept these MicroSD cards if we find it worthwhile to pull them out of the phone case rather than use the USB &#34;dongle&#34; to move information on and off the phones, but.. most importantly, now I don't worry about storing audio books, favorite playlists, and video clips I might want to show someone on the phones.",4,Pozitif
"Since I bought this card, I've been using it almost daily in my Hero 3 camera. The recordings are without any glitches so far.",5,Pozitif
It arrived on time as schedule. It was purchased on black Friday sale so the price was much cheaper than current listing price. I am now regretting not going with the 64GB as recommended by my coworker.  I purchased it for my new Samsung Galaxy Note 2 phone.,5,Notr
Used this card to upgrade the memory the kids Tab 2 then it was moved to the kids S3. Thanks.,5,Pozitif
"Seems to be fast. I use it in a Galaxy note for media storage, and it seems to move files as well as any USB stick.",5,Pozitif
"Allows me to store quite a few movies in my razr.  Sandisk is THE brand for memory, all of my USB memory thumb drives are Sandisk..",5,Pozitif
"Works fine my Virgin Mobile HTC EVO V. The phone didn't recognize it at first, but after formatting it's all good.",5,Pozitif
I used this for a Motorola Droid X for music files. loading the files seem to be a little herky jerky but once on there they played fine. Not sure the problem is with the memory card  or the phone. I am using The Amazon app or the Motorola app that came with the phone.,5,Notr
"I got this for my Galaxy S4 so I could store most of my music. It works great. Easy to install (duh), worked out of the box (good), and transfer speeds seem to be very fast. I need to get another one for my Galaxy Note 10.1 2014 Edition.",5,Pozitif
Previously purchased two ADATA microsd cards one which never worked and one which failed on the second boot.So far no problems with tht sansdisk chip.,4,Pozitif
I have had no problems with this memory card. Owned it a couple years and transfered it from phone to phone.,4,Pozitif
Great price and reliable. I got 3 for my various devices and haven't had any issues with them at all. My phone and music player now have an awesome amount of space.,5,Pozitif
Not much to say other than they are made with Excellent quality. Price is fine for the qualityYes I would recommend to a friend.,5,Pozitif
works great in my galaxy s4,5,Pozitif
I use these for local backup (I have 2 for redundancy). I've had no problems on any of my systems.,5,Pozitif
This works with the NL1520.  No video stuttering like with the 64gb.  Blah blah blah blah to fill in the rest.,5,Pozitif
"Fast card, reliable performance.  Got this card for my Galaxy S3, no compatibility issues.  Would buy again for in a heart beat.",4,Pozitif
Tons of storage and the read and write speed it an added bonus. Blows people away how quick my phone's ready to take the next pic.,5,Pozitif
Best card for an 808 #26. Gives you 2.5 charge cycles worth of recording without having to dump memory. But ya 32gig is better!,5,Pozitif
"This chip is super fast.  If you're going to use it in an Android device, I recommend formatting it in NTFS.",5,Pozitif
I have never had a San Disk failure in 5 different camera's I use from GoPro's to a Canon 60D.  That are great memory cards.,5,Pozitif
"I recently upgraded from my trusty Droid X to the Samsung Galaxy S4.Given it's hi-def videos and pictures I wanted a big and fast memory card.This faster card loads the gallery so much faster than one in the X.Otherwise, it's a memory card and it works well.",5,Pozitif
"My wife and I both own Samsung Galaxy S2 Skyrockets, and I bought these to replace the cheap cards that we originally used in them.  The space is wonderful, and the whole phone seems faster with these cards installed.  Very happy with this purchase.",5,Pozitif
I ordered these to work in my GoPro Hero3 Black and they have worked well. They came with an SD memory card adapter - perfect for my high speed card readers.,5,Pozitif
I think a really good memory card at good price. I got it and still have s lot of space for all my music and videos.,5,Pozitif
"It works, fairly fast, definitely not 30MB/s fast when copying off of it via a USB 3.0 adapter, and absolutely much slower when writing to it. But that's true about all of these memory cards, it's just some are worse than others.",5,Notr
"Bought it for my phone, a Samsung Galaxy SIII. Seems to work just fine. Not much else to say. It does what it is suppose to do.",5,Pozitif
"I can't measure speed and don't know how you judge these things, but I do, based on experience, trust SanDisk and rely on them for giving me a hard drive, which is what this is, that will last a long while and be reliable.",5,Pozitif
"Haven't had a chance to completely fill up the stick, but so far so good. I've taken my gopro with this in -10 below weather launching off jumps and occasionally take a beating.",5,Pozitif
Not much more to say; it's a good quality SD card that does the job (presently in a Galaxy S5) with no issues whatsoever.  As you'd expect.,5,Pozitif
This item was purchased for my smart phone and the sale price was excellent. The item arrived intact and on time and works great.,5,Pozitif
I wanted some extra space in my new mobile device so I chose this SanDisk microSD card.  The card has worked perfect so far in my HTC One M8 for several weeks so far.  The performance of copying files from my computer over to the phone is adequate.  The performance is likely limited by the phone's USB 2.0 interface so I haven't done any tests with the card connected up to a dedicated SD card reader.,4,Pozitif
"No way to format it. I even downloaded 2 programs that claimed were able to format it, After wasting about 6 hours, I decided to give up and send it back, The seller should format them before sending them, even if they would charge $5. extra, it would be well worth it instead of the hassle of downloading programs and wasting time trying and sending it back after hours of frustration.",1,Negatif
Got it for my Note 10.1 and it's great being able to pop it into my computer via the adapter to load large amounts of pictures on and then back into my tablet. Kinda wishing I got a larger capacity one.,5,Pozitif
"Have had this card for months, and used it on a Sansa Clip+, LG Optimus One (P500h), LG G (E970), Asus MeMO Pad, and of course on a whole lot of readers for PC.",5,Pozitif
"Currently using this in a Samsung galaxy S4,with zero issues just put it in your phone and you are good to go.  Apps also seem to run faster off this card than internal memory.  Taking photos/videos at full hd definitely goes quicker than my old 32gb SanDisk card.  Definitely recommend this product.",5,Pozitif
Bought this for my phone and it works without any flaws.,5,Pozitif
"I have other brands, but prefer Sandisk. I have several and have never had an error or failure. I often shoot video in 2.7k at a high bitrate and this memory card can keep up. That's important to me.I would highly recommend this card.",5,Pozitif
These sticks have always served me well. This new chip will go in a new Asus Trans. Merry christmas to me.,5,Pozitif
It has such a large storage capacity in such a small package. Store all your photos and data on this.,5,Pozitif
I take my tablet to the gym in the morning and either watch movies stored on this card or stream Slingbox from the house. This allows me to store a lot of movies at one time. Works great.,5,Pozitif
"I'm using this in a SAMSUNG GALAXY S3 16GB unlocked smartphone and the only problem is as you write more and more flies to the card it gets slower and slower to the point that you'll be so p.o at a crucial moment , say for example you want  to access a video  or doc , that when you do actually get your file you've lost  all faith in the card .So buy it for the capacity but always remember it's not reliable  for fast access.",3,Negatif
"I needed more space for media on my Venue, and this card works perfectly. Reads and writes very fast and holds lots of movies to watch when travelling.",5,Pozitif
I plugged this little dude into my Galaxy S4 and have been living with the luxury of being able to store and carry around all my music.  Very good value and I would highly suggest!,5,Pozitif
Use this in my GoPro 3 silver edition.  Even at 1080p/30 I get about 9 hours of video.  Write time is great and I have had no problems writing video to this card real-time.  I have been happy with all of my SanDisk purchases.,4,Pozitif
Used in my gopro. it holds a massive amount of video. No problems with it. It does what it is supposed to.,5,Pozitif
Fast card with the highest capacity you can currently buy in a microSD format. It's probably the fastest microSD of this size also.,5,Pozitif
"I don't want to write a review for each of the 8, 16, 32, and 64 GB SanDisk MicroSDHC Class 10 Cards. They're all 5 stars. They're extremely fast, and as Class 10s, have allowed my Canon SX50's shutter to speed up because it transfers information so quickly with the camera's very small processor. They also allow a burst mode of 9-13 fps which is amazing for a non-DSLR.These cards are also very reliable. I've had no read/write failures in the two years that I've been using them.The one &#34;negative&#34; is that they're so small and can be dropped easily when getting them out of the adapter. Still, if you've been working with computers since there was a gerbil running the power for your PC, you have to marvel at how anything this small can hold more than 30,000 high def 6 GB photos on a 64 GB card that is smaller than your pinky nail.",5,Pozitif
This chip seems to be thinner and lighter than the rest of my mini SD cards. Came with an adaptor card so it can be read by using a regular sized SD card slot. Or you can just read it while it is in the device.,5,Pozitif
"I'm a music lover and like to carry my entire music collection around with me everywhere I go. That being said it takes up A LOT of space, enough to fill a 64gb memory card on its own (a lot of the files are FLAC format.) I was a little hesitant to buy the 128gb card when it came out recently because with the 64gb cards the first batch were pretty much defective with resulted in a recall. Me, learning of the recall after looking up the issues I was having had to return the card I bought. SanDisk took the 64gb card back without hesitation and was actually prepared to do it without the serial number (since I couldn't open my phone at the time because the case is screwed on.)Note to everyone:Quite a few applications don't fully support NTFS or newer file system formats such as exFAT. To use your SD card without issues you have to format it to FAT32 which IS possible even though its over 32GB. Use the &#34;Fat32Format&#34; tool made by Ridgecrop Consultants, there's a GUI (Graphical User Interface) version available for those unfamiliar with using the command line.------After receiving my new card I formatted it to fat32 since I use a lot of applications that aren't the norm and it's easier to use an older file system that is compatible with everything made after 1996. The transfer of files and swapping of cards was seamless, my computer's micro-sd card reader recognized it without trouble as well as my phone. So far everything is good and there's been no hiccups. Even Google Play has been crashing less when trying to browse my music collection.",5,Pozitif
Perfect for HD video production. This will hold a lot of stills and videos with a reasonable write speed - No complaints...,4,Pozitif
"Just another 16 gb micro memory card.  Quality build and on sale, the cheapest around.",5,Pozitif
exactly what it says and cheap,5,Pozitif
"Used with my GoPro Hero 3 black edition and it works like a charm! It comes with the adaptor to use in a regular SD card slot, or can be read with any microSD card reader with no issues.  Pushing video, even high quality, high frame rate video to this card is flawless.",5,Pozitif
"This card is exactly what it seems to be. It's large, it's fast, and it's priced well. Not much more you could ask for.",5,Pozitif
"bought it for my z10. now i have 6 seasons of tv soaps, over 1000 hi res pics, several short home vids and my entire music library with room to spare",5,Pozitif
A great product and a very reasonable price.  It has increased the Galaxy Tab 2 memory and useability without having to deal with other interface cables.,4,Pozitif
"Comes with the SD card converter, good size for camera memory it reduces your need to change it so often.",4,Pozitif
"Alot of storage for a great price. Only one probkem: since I installed this card into my Samsung Galaxy Note 3, about once a month or so, when I turn the phone on in the morning it gets stuck in some sort of &#34;boot loop&#34; and hangs on the AT&T logo screen. My phone is stock, and I have altered the software in no way. Granted, I cannot be sure that the card is the cause of this problem, but if I remove it and then boot the phone, it works properly. I love SanDisk products, and I will definitely continue to buy them. Just a word of warning.",4,Notr
I have recently purchased a Samsug Galaxy tablet. The SanDisk 32 Gb. Memory Card was an excellent addition to the already powerful tablet PC.,5,Pozitif
Great memory card! Got this on one Amazon's daily deals at a terrific price! Getting ready to upgrade my cell phone and want to have a larger capacity memory card ready to go. This is just what I needed!,5,Pozitif
the packaging opens very easy and the micro sd card works flawlessly in my razor maxx hd and asus transformer.,5,Pozitif
"Altough Motorola says the Droid Razr Maxx only supports a 32gb card, I've read many reports of people using this 64gb card, so I took a chance with it.I formatted it in my phone and started loading music and movies onto the card by connecting my phone to the computer with the USB cable.Note:  I had read to NOT format the card in the computer because it will only show up as  27gb of memory available - I was careful to heed this advice, though did play with it in the computer itself (without formatting it, just looking) and it does only show up as 27gb . However, in my Droid it definitely shows as 64gb (well 59 and change)So far the card is functioning as it should: I have  played music, looked at pictures, and watched a little bit of a movie, all stored on the card, and eveerything seems to be working iin blissful Droid perfection.",5,Pozitif
"Stores thousands of pictures, and it worked perfectly in my Lumix camera using an SD adaptor.  Recommend to anyone who wants a 32 GB micro SD card.",5,Pozitif
"There are lots of SD memory cards on the market today, that are cheaper. I have always used San Disk, they never fail. Fast reliable good solid performance for your digital camera. You cannot go wrong with San Disk.",5,Pozitif
I bought it because it was a great price for the capacity and rated speed. I use it for storage in my Nook HD+,5,Pozitif
"Purchased this for my wife's new Samsung Galaxy 5S since she takes so many photos and always runs out of space before downloading to her computer. Okay, who am I kidding, she NEVER downloads them to her computer. I have to do it because, well, I'm a dude and dudes do that sort of thing. Most women (notice I said *most* women) let the guys handle the tech stuff and my wife is certainly no exception. I'm not saying women aren't or cannot be tech savvy, but mine isn't. Ask her a question about hair care products and she'll talk you into a daze, expounding on the virtues of quality, expensive conditioners but she prefers to leave ""that techy junk"" to me. And God forbid if I accidentally write ""your"" instead of ""you're"" in an email but that's for another conversation, preferably over Captain Morgan Special Reserve. However - if I ever need advice on what shampoo to use instead of Pert shampoo and condition-in-one, she will be my go to resource!PROS:It's little, bitty memory card, careful, it's easy to lose.CONS:It's little, bitty memory card, careful, it's easy to lose.",4,Pozitif
And does what is says it will. What else can really be said about memory cards?? They either work or not.,5,Pozitif
No complaints about this card. It's much faster than what came with my Android devices and of course the capacity is nice. I have not experienced any issues indicating any defect.,5,Pozitif
"I haven't done much to speed test this device, but it does everything I ask it to and the price was right.",5,Pozitif
"For its size, this little disk is absolutely amazing. It does everything as advertised and then some. I will buy more of these disks",5,Pozitif
This sd card is great for my note 3. worked perfectly for almost half a year. I would recommend it to everyone.,5,Pozitif
I got these as a Deal Of The Day.  I recommend checking those out.  Super price for the 32GB capacity.,5,Pozitif
"The price is goodthe looking is nicethe speed is goodit came with an adaptershipping speed is excellentI used it with my Surface Pro & Samsung Galaxy S III, working good on bothThis is a good choice to have :)",4,Pozitif
"I've been using this in my BlackBerry Z10 for movies, music & pictures for the past few months without issue. Quick response, no lag or compatibility issues.",5,Pozitif
This is what you need for the external storage for any of the new Smart Phones or qny other compatible device.,5,Pozitif
"Bought this memory card as a spare for my Samsung Tab 2 10.1.  It works great, and allows me to bring extra movies, songs, and audiobooks with me to play on the tablet when I travel on vacations.",4,Pozitif
"Seems like a good value, but as yet i've not gotten to actually use mine;I bought it for a Contour+ camera without realizing that was apparently known to be incompatible. Found that out afterward on Contour's forum. The device itself will support microSD up to 64GB but there is something about Sandisk Ultras that doesn't play nicely. Unclear what, exactlySo I'm sure it's great, but you might want to check around to make sure your device will support the thing.",3,Notr
Utilizing for my GOPRO Hero3 Black....no issues at all filming and transferring to my computer.  Good transfer rate and glad I got the 64GB for all the filming / photos done.,5,Pozitif
"This card runs great on my AT&T Note II, but it took some work to get exFAT working. Stock ROM, rooted, custom kernel. I can't vouch for an unrooted, bone-stock device. However if you use custom kernels and want the benefits of exFAT, you have to find an exFAT-compatible kernel. I didn't realize this and thought the card was working, but after installing a compatible kernel, everything runs great.",5,Notr
I have gotten up to 15(expecting 30 is unrealistic I suppose) and consistently gotten 11 to 13 MB/s with this which is fast enough so that it only takes a few minutes to transfer 20GB at a time. Good little SD card for a good price. I have and will continue to reccomend this microSD. Using in my EVO LTE phone.,5,Pozitif
"Well, it's a SanDisk. Never had an issue with one and this one was no exception. Good product. Good price.",5,Pozitif
"works great with my GoPro camera, and had no problem using it in my computer, all the videos are recorded just fine and in good quality",4,Pozitif
"I purchased this card to be inserted into my new Blackberry Z10 smartphone. at first the card wasn't recognized, but after formatting from exFat to NTFS (I know, I know, the warnings told me that hell would open up and eat me if I did this, but im not scared at all) it worked flawlessly.  would buy (and reformat) again",5,Notr
Bought this to go with my Samsung Tab 2 7.0 tablet. Even though the tablet indicates that it can only take up to a 32Gb card. This 64 Gb worked like a charm. Now there is plenty of storage space for videos and music. Recommended,5,Pozitif
"fast transfer rates, I downloaded about 2GB of videos form the card to my laptop through a card reader, all in about a minute",5,Pozitif
"Ive had the card for over a month, using it in my Samsung Galaxy Note 10.1.I filled the card with a few TV shows and movies to watch on the go, as well as many PDFs and MS Word Docs.The MS Word and PDF files often get corrupted after use. THe larger files seem to stay intact. I moved the smaller files into the internal storage and havent had problem since.Im hoping Sandisk has a decent return policy.",1,Negatif
"This card seems to work well ,enough speed and so far it's working just fine ,good value for great quality ,LHB",4,Pozitif
"I got this because I just couldn't pass up the deal, $17.99. It has been incredibly fast in my HTC Sensation 4g. Pictures are taken and saved instantaneously. Only had it a few days, but have been very happy. Shipping was fast and the packaging was easy to open which is always great in my book. Only issue I had was I had to format it on my computer first before my phone was able to recognize it.",4,Notr
I wanted extra storage for my phone and this 16 GB is a perfect fit and the price was quite reasonable plus it comes from a quality manufacture of memory products.,5,Pozitif
Comes with a nice little adapter for your MicroSDHC so you can use it as a normal size SD card also. pretty neat.Considering for the price at 24$ for 32gb is pretty reasonable class 10 is fast for any HD 1080p video recording or DSLR camera.I bought this for myself to use with the GoPro 3. Taking picture & Videos working great as it didn't give anycorrupted files videos & pictures yet. Its working pretty good. San-disk is a pretty reliable brand as you won't be able to go wrong with it.,5,Pozitif
"Happily nestled in the memory slot of my Nook Tablet and performing as promised.  Now, if only the Nook memory slot were easier to access....  All well.  The card arrived on time, well packaged, and has been chugging right along for two months now.  I would definately recommend it to any lover of video, music, or other space consuming files.",5,Pozitif
A great performer for the price ... The capacity is limitless ... The speed is superb too considering it's in a smartphone :),5,Pozitif
"I ordered this card for a friend and had it shipped with prime. After about a week my friend still didn't have the card. OK, I called Amazon and they had a new card in the mail that day and overnight-ed it. Great service on Amazon's part!It's a micro SD card, what more can you say about it. If you don't know how to use one then you are just dumb and you should walk into traffic",5,Pozitif
"This card has plenty of space and is very fast. It comes with an adapter which turns it into a normal SD card, convenient for dropping into the computer to offload data.",5,Pozitif
Card is fast and reliable in my Galaxy Note 2 cell phone.  Copied my whole music collection to it.  No problems.,5,Pozitif
"Card runs great in my Note 2. Not sure how it compares to other ones in benchmark tests now, but there weren't that many options available to me at the time I bought it.Love having 64 Gig's of storage on my phone.",5,Pozitif
"I bought this on October 9th and didn't start using it for about a week after I received it on the 11th. Well two days ago it died a quick death, I can't even format it! So after all these years of buying SanDisk products I guess I will give in and start paying a little more for Kingston it seems as though SanDisk is getting to be a cheaply built product. You would think that a product this small and inexpensive would be able to be replaced without cost within the first 90 days but that is my fault for not reading the fine print so lesson learned. Buy it right and buy it once so go with something else!",1,Negatif
"Perfect card, all you need to keep all the action in this 64gb. I acquired this card for a GoPro camera and fits perfectly, its all you need to capture all the action when you need it.",5,Pozitif
"Sadly I missed the return window by a couple of days.  this card got flaky in my galaxy note 2, a little google research and it appears this is a very well known and widespread issue with these class 10 32gb cards.  Avoid until it's fixed.",1,Negatif
Purchased this to use with our compact digital camera. This works as needed and runs quickly. As this is a class 10 it is to be expected. A great buy at a great price.,5,Pozitif
No issues with this. Formatted the cards I reviewed from Amazon. Put them in the devices and they're running great.,5,Pozitif
Worked for awhile and then android would blow chunks (unexpectedly removed).  Windows sometimes could not read them and just blew up explorer.  Formated FAT32 .... ect ect ect over and over.  I'm done with SanDisk.  I think the problem is the CLASS 10 part of these cards.  All other cards I have work fine and they are less than class 10.  Maybe this was a bad batch because my replacement card a few days later (from Amazon) did the same thing again.EDIT: Decided to pick up the card that was laying on my counter for the last 3 months and give things another try.  Still does not work in HTC Evo LTE or EVO 3D.  Finally got it working in Galaxy S3.  Still very frustrating.,3,Negatif
Does everything its supposed to do.  Haven't been able to really test speed in a video camera to see if its really Class 10.  Given its from SanDisk I expect everything is good.  Great price.,5,Pozitif
"Losing pictures, video, and tunes after 9 months on a Samsung Galaxy Note 2 (stock android).  Looks like this is a common problem.  I will try my luck with Sandisk on Monday.  If I don't get a replacement, I will never buy a Sandisk product again.  I paid the premium for ""Sandisk Quality.""  I am very disappointed.UPDATE:Sandisk will be providing a replacement SD CARD.  However, my data loss and downtime cannot be replaced.  SanDisk lost their ""premium rating"" in my eyes. It's going to take a while for them to get it back.",1,Negatif
"it is extremely small. so small in fact, that it could easily get lost. so i recommend that once it's in, you leave it in. but it's a great idea, to allow the camera's, phone's or any other device to be that much smaller. i've only had it for a short while, but so far so good.",5,Pozitif
"I have Only Filled this one time, and that was over 140 pictures @1080, and 4 videos to boot...This Holds Plenty of Pictures",5,Pozitif
"Worked perfect, understandable that only 59gb is usable as this is the case with all memory items I have ever dealth with.",5,Pozitif
"this class 10 Micro SD card has worked flawlessly,  the adapter has also worked well, but the parts are so small it can sometimes be hard to handle.  worked great overall.  good performance.",5,Pozitif
"I bought this for my Samsung Note 3 so I could store my entire music library on my phone. All I had to do was pop the cover, and put it in the microSD slot, and it worked perfectly! My phone now has 96GB of storage. Take that iPhone!",5,Pozitif
"Works as expected.  I suspect this is why so many people trust SanDisk.  I hope they stick with maintaining the integrity their products have earned.  I often pay a little more from SanDisk but I have never been disappointed with their products as I have others like ADATA.  In fairness to ADATA, who failed to make good on any of the several defective products I purchased from them, I have never had to test SanDisk's warranty as I've never had a failure.  Perhaps their product support is just as bad as ADATA's but I've never had the opportunity to test it!",5,Pozitif
"Hi:I ordered two card and they arrived the next day, even faster than Prime. Unfortunatey, this 64gb MicroSD card is designed to only work with ex-fat. If you're an ex-fat fan and don't ever plan to change, this is the card for you. I've been able to take all of the previous 64gb MicroSD cards I've ordered, put them in an adapter and format them in my Windows 7 desktop. I'm a NTSF fan and find it to be much more stable in tablets.With other cards that aren't intentionally crippled, I can format the card to NTSF on Monday, ex-fat on Tuesday, Fat32 on Wednesday. It's ex-fat or the highway for SanDisk.You can use EaseUS Partition Master to format the card to Fat32 for devices such as cameras and mp3 players and many, many, many others that don't support ex-fat. That being said, you only get one shot. Once it's formatted into Fat32, attempting to format back to Exfat or NTSF hoses the card. I couldn't reformat to NTSF no matter what I tried. Once again, don't bother trying to format in your computer, ex-fat is the only choice.Any card that needs a special utility to format to anything other than ex-fat shouldn't be supported. Don't buy it! It's designed to fail.Shame on you Sandisk!Update 9/24/12:***************************I spoke with Sandisk technical support and they confirmed that Sandisk Ultra 64gb MicroSd cards are not compatible with Android 4.0 and above. This would be for Class 10, SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s with Adapter SDSDQUA-064G-U46A as well as SanDisk 64GB Mobile Ultra MicroSDXC Class 10 UHS-1 30MB/s Memory Card with SD Adapter (NEW VERSION) - Retail Packaging with Komputerbay SDXC USB Reader.I did not have any success formatting the class 10 card with EaseUS Partition Master. SanDisk recommended the free utility, HPUSBDISK.exe and I successfully downloaded it from Softpedia. I was  unable to format the card with NTSF but successfully converted one of the cards to Fat32 for a friend who wants to use it in a SanDisk mp3 player, that of course is not compatible with ex-fat.Acting on Sandisk advice I am returning the unopened class ten cards with the KomputerBay reader. I spoke with a patient and gracious tier-one tech support person and the party line seems be that consumers only use MicroSD cards in phones. I don't know what they're thinking: cameras, mp3 players, tablets, adapters and so on. Anyway it's a known issue.I can confirm that the class 6  64gb MicroSD card can be formatted in Windows7 back and forth to most any format so after returning four class 10 cards, I'm back to class six.It's still unconscionable to deliberately design these cards to be incompatible. I hope SanDisk will come up with a solution or recall the cards. Buyer beware.Update: 9/29/12**********************I received my two replacement class 6, 64gb MicroSD cards and it took less than five minutes to open the horrible packaging and to perform a quick format to NTSF. Done!I gave my friend the Class 10 64gb MicroSD card formatted into Fat32 by HPUSBDISK.EXE and he couldn't read it on his computer. As it turns out, the class 10 cards are not only incompatible with most devices bur also with most usb card readers.  Another trip across town.I can confirm that the IOGEAR SD/MicroSD/MMC Card Reader/Writer GFR204SD (Green/Gray) selling on Amazon for $6.99 works. So after countless hours of wasted effort, my friend has a card formatted to Fat32 that works with a SanDisk mp3 player.Once again, SanDisk has admitted that these cards are not compatible with Androd 4.0 or above, that being 100% of Android tablets and a majority of Android phones. These cards are intentionally crippled by design.To quote a friend:""Per the SDHC standard, the format is FAT32. SDXC (64 GB and larger) the spec calls for exFAT. Microsoft has limited the OS to only format larger cards as exFAT and will not allow FAT32. Also, seems they have found a way to also block NTFS. Thus far, very few Android devices can read exFAT because they refuse to pay M$ for licensing of the exFAT file system. ""To all masochists out there--buy this card. To everyone else--unsafe at any speed.",1,Negatif
"I bought it to use in mySony HDR-AS15 Action Video Camera (Black). It works great. The camera worked just fine with a class 4 card, but the offload speed was horrible. This speedy little card has eliminated that problem. Came with a SDHC adapter, which was a nice and unexpected bonus.",5,Pozitif
This rocks with my galaxy s3 android. I've got it loaded with movies and pictures for the slow times in my taxi.,5,Pozitif
"Usual SanDisk quality worked as expected and delivered on time, no problems worked great on my Android Samsung Tablet.",5,Pozitif
It works as expected. I use one of these on my Samsung Galaxy S4 and another on my Asus Transformer. No problems so far.,4,Pozitif
"memory card failed mysteriously overnight, not sure why, but phone works fine with a different card.here, four more words",1,Negatif
I had purchased a used HTC phone... that the kid had taken the original 8meg card out (I did not know it came with one till I reviewed the specs online)Well... that was OK... I would have upgraded anyway - this got here in 2 days because of being a prime member... and fits good - works flawlessly.,5,Pozitif
"Far faster than &#34;stock&#34; memory cards, and plenty of speed to boot.For my usage it is more than enough to cover what I need, sure it may not be the absolute fastest memory card in existence, but at under a dollar a GB, it handles my basic needs with ease.",5,Pozitif
"After I put this card in my new S4, my camera would hang and just not respond to anything. Some apps also stopped working.  I put in my old 16GB card and everything worked fine.",1,Negatif
"I use this for my R4 SDHC Dual Core for my 3DS XL. It holds about 30 movies currently, and it also holds a number of different emulators plus games, plus It holds about 150 NDS games on it as well, and I STILL HAVE 5gb of storage left for extra stuff. Simply incredible how they are able to offer that much storage in such a little package. Thank you sandisk for being the foremost leader in Memory technology. My hat goes off to you. And they do it all at an affordable price.",5,Pozitif
"I have been waiting for these microSDs to not only reach 64GB capacity, but at an affordable price.  Found it!  The package arrived early, worked as advertised, so I am a happy customer.",5,Pozitif
"I like this 32 GB micro memory card, it has a lot oF storage space for videos and photos.  I use it in my Spy Camera Mini Clock Radio.",5,Pozitif
for me i prefer sandisk over other manufacturers. i have  come to trust in the quality and workmanship of their products.,5,Pozitif
What's to say?  It's fast and I have had no errors from it.  I mostly use it to hold music so I can use my phone as an MP3 player.,5,Pozitif
"My ipod finally bit the dust, so I bought this card to use in my Galaxy 4 so I could use it as my new music player. It was very easy to transfer the music and get it playing right away. I can't complain at all, it was nice to be able to expand my storage on my phone enough with this that I didn't have to go buy another ipod. I have A LOT of music and this thing holds it all and doesn't slow my phone down at all. No complaints here, I actually bought another one of these for my Galaxy Tab so I can keep all my music on that too. So it's safe to say I would buy it again.",5,Pozitif
"This Micro SD card is solid and has a great performance. It's really a fast reading SD Card, I would say 4 times faster than any previous cards I had in the past. Once I placed the card in my phone, and I turned it on, you could see the difference. Every application I have in my cell phone that is in my SD card, works really flawlessly. A great product, very solid performance.",5,Pozitif
"Is very stable and when i use this product in my samsung galaxy 7, sometimes the tablet don't recongnize the memory but the problem is maybe the tablet not the memory i think",4,Notr
"The samsung  S4 is only 16G not enough so I bough this 32G plug to have more storage , so far I have no problem, music, video, copy/delete file do all kind of thing still good.",5,Pozitif
"This sd card arrived quickly and did the job in my phone. I was having strange issues with my phone and some error messages with my card, that reformatting couldn't fix. This did the job! I have had great, reliable success with sandisk and will continue to use them.",5,Pozitif
"Super fast, tons of room. Who wouldn't love this micro SD card? The price is even great. I've been using it on my phone for about 6 months now and I've had zero problems. It sped up the processing time of my camera app considerably.",5,Pozitif
I love this card and it is super fast. Great for putting it in a tablet to keep it from slowing up. And it was $15 reg $70 gives me something to brag about too.,5,Pozitif
"I was in need this item and couldn't find it at local store.  Impressed me after i received it, it worked like a champ and able to store so many things in this card.",5,Pozitif
Bought it for memory in the smartphone.  So far it does what it is supposed to. Remember what I save..,5,Pozitif
this does excatly what i bought it for goes in to my phone and is a nice storage comes with a micro sd to sd converter so it was a nice buy,5,Pozitif
I bought this to increase the music capacity of my MP3 player.  As a bonus I can use the adapter with my old 8 GB Micro in my digital camera.,5,Pozitif
"I havent done speed tests, but this sits in my tablet and lets me store music with easy. It is fast enough to stream HD video from.",5,Pozitif
Nice product at a reasonable price. I use mine in a Gopro camera and it works great. I would recommend this memory for high speed action video as it works great.,5,Pozitif
i don't get the class 10 stuff but the higher the number the better from what I have reseached.  I have it for my smart phone and works fine.,5,Pozitif
